Project ID,Category,Quantity,Cost price,Sales price
PR190118,INST-HOTEL,1.0,163.5,0.0
PR190118,INST-MILEAGE,308.0,0.36,0.0
PR190118,INST-SUBS,1.0,104.0,0.0
PR190120,INST-HOTEL,1.0,915.39,0.0
PR190120,INST-SUBS,1.0,427.0,0.0
PR190128,INST-HOTEL,1.0,334.0,0.0
PR190128,INST-MILEAGE,742.0,0.36,0.0
PR190128,INST-SUBS,1.0,307.39,0.0
PR190131,WAR-HOTEL,1.0,78.75,59.06
PR190131,WAR-SUBS,1.0,35.2,26.4
PR190118,INST-HOTEL,1.0,233.25,0.0
PR190118,INST-MILEAGE,400.0,0.36,0.0
PR190118,INST-SUBS,1.0,124.8,0.0
PR190131,WAR-HOTEL,1.0,97.0,72.75
PR190131,WAR-SUBS,1.0,35.2,24.38
PR190120,INST-HOTEL,1.0,130.77,0.0
PR190120,INST-SUBS,1.0,61.61,0.0
PR190120,INST-OTH,1.0,96.0,0.0
PR190051,INST-HOTEL,1.0,206.0,0.0
PR190051,INST-MILEAGE,1242.0,0.36,0.0
PR190051,INST-OTH,1.0,157.38,0.0
PR190051,INST-SUBS,1.0,189.24,0.0
PR190051,INST-TOLL,1.0,16.4,0.0
PR190099,MAIN-HOTEL,1.0,206.0,0.0
PR190099,MAIN-MILEAGE,1242.0,0.36,0.0
PR190099,MAIN-OTH,1.0,157.38,0.0
PR190099,MAIN-SUBS,1.0,189.24,0.0
PR190099,MAIN-TOLL,1.0,16.4,0.0
PR190132,PAIDSER-HOTEL,1.0,90.5,0.0
PR190132,PAIDSER-MILEAGE,640.0,0.36,0.65
PR190132,PAIDSER-SUBS,1.0,114.68,175.0
PR190132,PAIDSER-TOLL,1.0,6.0,6.0
PR190127,PAIDSER-HOTEL,1.0,419.64,0.0
PR190127,PAIDSER-SUBS,6.0,65.48,175.0
PR190127,PAIDSER-OTH,1.0,68.75,68.75
PR190127,PAIDSER-OTH,1.0,19.35,19.35
PR190127,PAIDSER-TOLL,1.0,99.0,99.0
PR190138,PAIDSER-HOTEL,1.0,91.0,0.0
PR190138,PAIDSER-MILEAGE,367.0,0.36,0.65
PR190138,PAIDSER-SUBS,1.0,83.66,175.0
PR190139,PAIDSER-HOTEL,1.0,188.0,0.0
PR190139,PAIDSER-MILEAGE,567.0,0.36,0.65
PR190139,PAIDSER-SUBS,3.0,80.53,175.0
PR190086,PAIDSER-SUBS,1.0,7.26,0.0
PR190086,PAIDSER-MILEAGE,29.0,0.36,0.65
PR190140,GRATIS-MILEAGE,28.0,0.36,0.0
PR190118,INST-HOTEL,1.0,144.0,0.0
PR190118,INST-SUBS,1.0,102.8,0.0
PR190118,INST-MILEAGE,314.0,0.36,0.0
PR190040,PAIDSER-MILEAGE,96.0,0.36,0.65
PR190040,PAIDSER-MILEAGE,96.0,0.36,0.65
PR190040,PAIDSER-MILEAGE,461.0,0.36,0.65
PR190040,PAIDSER-SUBS,1.0,47.37,175.0
QTE-000101,WAR-HOTEL,1.0,231.5,173.62
QTE-000101,WAR-MILEAGE,450.0,0.36,0.27
QTE-000101,WAR-SUBS,1.0,117.2,87.9
PR190143,PAIDSER-CARHIRE,1.0,224.16,224.16
PR190143,PAIDSER-FLIGHT,1.0,677.48,677.48
PR190143,PAIDSER-MILEAGE,140.0,0.36,0.65
PR190143,PAIDSER-OTH,1.0,23.88,23.88
PR190143,PAIDSER-SUBS,3.0,107.29,175.0
PR190143,PAIDSER-TOLL,1.0,82.4,82.4
PR190046,PAIDSER-HOTEL,1.0,123.09,0.0
PR190046,PAIDSER-SUBS,1.0,92.78,175.0
PR190046,PAIDSER-MILEAGE,771.0,0.36,0.65
PR190046,PAIDSER-OTH,1.0,5.82,5.85
PR190018,PAIDSER-HOTEL,1.0,228.42,0.0
PR190018,PAIDSER-MILEAGE,778.0,0.36,0.65
PR190018,PAIDSER-SUBS,1.0,390.83,0.0
PR190144,PAIDSER-HOTEL,1.0,200.0,0.0
PR190144,PAIDSER-MILEAGE,540.0,0.36,0.65
PR190144,PAIDSER-OTH,1.0,30.0,3.0
PR190144,PAIDSER-SUBS,3.0,54.21,175.0
QTE-000079,PAIDSER-HOTEL,1.0,309.4,0.0
QTE-000079,PAIDSER-MILEAGE,763.0,0.36,0.65
QTE-000079,PAIDSER-SUBS,3.0,80.69,175.0
QTE-000009,WAR-HOTEL,1.0,91.48,68.61
QTE-000009,WAR-MILEAGE,755.0,0.36,0.27
QTE-000009,WAR-SUBS,1.0,94.65,70.99
PR190145,WAR-HOTEL,1.0,91.48,68.61
PR190145,WAR-SUBS,1.0,94.65,70.99
PR190145,WAR-MILEAGE,755.0,0.36,0.27
PR190146,PAIDSER-FLIGHT,1.0,814.42,0.0
PR190146,PAIDSER-CARHIRE,1.0,74.79,0.0
PR190146,PAIDSER-OTH,1.0,15.06,0.0
PR190146,PAIDSER-HOTEL,1.0,184.86,0.0
PR190146,PAIDSER-MILEAGE,108.0,0.36,0.65
PR190146,PAIDSER-OTH,1.0,57.5,0.0
PR190146,PAIDSER-SUBS,1.0,163.77,0.0
PR190038,PAIDSER-MILEAGE,133.0,0.36,0.65
PR190038,PAIDSER-SUBS,1.0,11.6,11.6
PR190147,TRN-HOTEL,1.0,491.0,0.0
PR190147,TRN-CARHIRE,1.0,120.93,0.0
PR190147,TRN-OTH,1.0,9.42,0.0
PR190147,TRN-SUBS,1.0,288.58,0.0
PR190147,TRN-OTH,1.0,174.8,0.0
PR190147,TRN-TOLL,1.0,46.5,0.0
PR190148,PAIDSER-HOTEL,1.0,176.16,199.29
PR190148,PAIDSER-SUBS,1.0,474.21,536.47
PR190148,PAIDSER-MILEAGE,70.0,0.36,0.45
PR190148,PAIDSER-FLIGHT,1.0,1614.16,1826.1
PR190148,PAIDSER-TOLL,1.0,113.18,128.04
PR190149,MAIN-HOTEL,1.0,340.0,0.0
PR190149,MAIN-MILEAGE,515.0,0.36,0.0
PR190149,MAIN-SUBS,1.0,534.36,0.0
PR190127,PAIDSER-CARHIRE,1.0,349.35,349.35
PR190127,PAIDSER-FLIGHT,1.0,185.78,185.78
PR190127,PAIDSER-HOTEL,1.0,351.4,0.0
PR190127,PAIDSER-OTH,1.0,17.49,17.49
PR190127,PAIDSER-SUBS,4.0,74.86,175.0
PR190127,PAIDSER-TOLL,1.0,8.0,8.0
PR190151,GRATIS-SUBS,1.0,25.63,0.0
PR190152,INST-CARHIRE,1.0,429.32,0.0
PR190152,INST-FLIGHT,1.0,460.22,0.0
PR190152,INST-HOTEL,1.0,342.81,0.0
PR190152,INST-SUBS,1.0,356.9,0.0
PR190152,INST-TOLL,1.0,33.79,0.0
PR190152,INST-FLIGHT,1.0,603.97,0.0
PR190152,INST-HOTEL,1.0,342.8,0.0
PR190152,INST-SUBS,1.0,359.42,0.0
PR190152,INST-MILEAGE,73.0,0.36,0.0
PR190152,INST-TOLL,1.0,8.0,0.0
PR190153,PAIDSER-MILEAGE,1008.0,0.36,0.65
PR190153,PAIDSER-HOTEL,1.0,778.02,0.0
PR190153,PAIDSER-OTH,1.0,155.23,155.23
PR190153,PAIDSER-SUBS,6.0,93.52,175.0
PR190153,PAIDSER-TOLL,1.0,114.5,114.5
QTE-000093,PAIDSER-FLIGHT,1.0,261.48,261.48
QTE-000093,PAIDSER-MILEAGE,104.0,0.36,0.65
QTE-000093,PAIDSER-SUBS,1.0,50.0,0.0
QTE-000093,PAIDSER-SUBS,1.0,1.0,175.0
PR190157,PAIDSER-FLIGHT,1.0,543.94,543.94
PR190157,PAIDSER-CARHIRE,1.0,130.27,130.27
PR190157,PAIDSER-OTH,1.0,9.13,9.13
PR190157,PAIDSER-HOTEL,1.0,226.57,0.0
PR190157,PAIDSER-SUBS,2.5,71.68,175.0
PR190157,PAIDSER-TOLL,1.0,32.89,32.89
QTE-000101,WAR-HOTEL,1.0,143.5,107.63
QTE-000101,WAR-SUBS,1.0,72.8,54.6
QTE-000101,WAR-MILEAGE,440.0,0.36,0.27
PR190160,PAIDSER-FLIGHT,1.0,331.84,0.0
PR190160,PAIDSER-CARHIRE,1.0,33.28,0.0
PR190160,PAIDSER-HOTEL,1.0,298.09,0.0
PR190160,PAIDSER-MILEAGE,70.0,0.36,0.65
PR190160,PAIDSER-OTH,1.0,34.58,0.0
PR190160,PAIDSER-OTH,1.0,28.0,0.0
PR190160,PAIDSER-SUBS,1.0,131.04,0.0
PR190160,PAIDSER-TOLL,1.0,109.92,0.0
PR190127,PAIDSER-FLIGHT,1.0,320.82,320.82
PR190127,PAIDSER-HOTEL,1.0,116.0,0.0
PR190127,PAIDSER-SUBS,2.0,76.91,175.0
PR190127,PAIDSER-OTH,1.0,36.98,36.95
PR190127,PAIDSER-TOLL,1.0,5.0,5.0
PR190127,PAIDSER-OTH,1.0,18.54,18.54
PR190153,PAIDSER-HOTEL,1.0,455.8,0.0
PR190153,PAIDSER-MILEAGE,412.0,0.36,0.65
PR190153,PAIDSER-OTH,1.0,189.78,189.78
PR190153,PAIDSER-SUBS,4.5,84.23,175.0
PR190153,PAIDSER-TOLL,1.0,24.0,24.0
PR190154,WAR-HOTEL,1.0,275.89,206.87
PR190154,WAR-SUBS,1.0,204.27,153.2
PR190154,WAR-MILEAGE,54.0,0.36,0.27
PR190152,INST-HOTEL,1.0,257.68,0.0
PR190152,INST-SUBS,1.0,204.6,0.0
PR190161,TRN-HOTEL,1.0,430.0,0.0
PR190161,TRN-SUBS,1.0,462.95,0.0
PR190118,INST-HOTEL,1.0,144.0,0.0
PR190118,INST-MILEAGE,316.0,0.36,0.0
PR190118,INST-SUBS,1.0,103.2,0.0
PR190118,INST-HOTEL,1.0,161.0,0.0
PR190118,INST-MILEAGE,420.0,0.36,0.0
PR190118,INST-SUBS,1.0,98.0,0.0
PR190164,PAIDSER-MILEAGE,267.0,0.36,0.65
PR190164,PAIDSER-SUBS,0.5,71.92,175.0
PR190164,PAIDSER-MILEAGE,267.0,0.36,0.65
PR190164,PAIDSER-SUBS,0.5,71.92,175.0
PR190165,INST-HOTEL,1.0,232.2,0.0
PR190165,INST-MILEAGE,320.0,0.36,0.0
PR190165,INST-SUBS,1.0,249.86,0.0
PR190167,PAIDSER-CARHIRE,1.0,65.99,65.99
PR190167,PAIDSER-FLIGHT,1.0,1102.8,1102.8
PR190167,PAIDSER-HOTEL,1.0,341.13,0.0
PR190167,PAIDSER-OTH,1.0,16.57,16.57
PR190167,PAIDSER-SUBS,4.0,65.17,175.0
PR190167,PAIDSER-TOLL,1.0,105.0,0.0
PR190168,PAIDSER-FLIGHT,1.0,536.87,536.87
PR190168,PAIDSER-CARHIRE,1.0,174.06,174.06
PR190168,PAIDSER-HOTEL,1.0,322.38,0.0
PR190168,PAIDSER-OTH,1.0,105.0,105.0
PR190168,PAIDSER-SUBS,3.5,47.6,175.0
PR190083,PAIDSER-FLIGHT,1.0,722.63,722.63
PR190083,PAIDSER-OTH,1.0,162.37,162.37
PR190083,PAIDSER-HOTEL,1.0,72.0,0.0
PR190083,PAIDSER-MILEAGE,102.0,0.36,0.65
PR190083,PAIDSER-OTH,1.0,33.29,33.29
PR190083,PAIDSER-SUBS,1.0,178.86,175.0
PR190083,PAIDSER-SUBS,4.0,0.01,103.0
PR190083,PAIDSER-CARHIRE,1.0,270.45,270.45
PR190171,PAIDSER-CARHIRE,1.0,291.25,291.25
PR190171,PAIDSER-FLIGHT,1.0,479.83,479.83
PR190171,PAIDSER-HOTEL,1.0,342.0,0.0
PR190171,PAIDSER-MILEAGE,102.0,0.36,0.65
PR190171,PAIDSER-OTH,1.0,160.0,160.0
PR190171,PAIDSER-OTH,1.0,18.06,18.06
PR190171,PAIDSER-SUBS,4.0,98.8,175.0
PR190171,PAIDSER-TOLL,1.0,62.5,62.5
PR190118,INST-HOTEL,1.0,97.0,0.0
PR190118,INST-MILEAGE,220.0,0.36,0.0
PR190118,INST-OTH,1.0,60.5,0.0
PR190118,INST-SUBS,1.0,66.8,0.0
PR190118,INST-HOTEL,1.0,144.0,0.0
PR190118,INST-MILEAGE,250.0,0.36,0.0
PR190118,INST-SUBS,1.0,103.2,0.0
PR190131,WAR-HOTEL,1.0,72.0,54.0
PR190131,WAR-SUBS,1.0,35.2,26.4
PR190131,WAR-HOTEL,1.0,194.0,145.5
PR190131,WAR-MILEAGE,240.0,0.36,0.27
PR190131,WAR-SUBS,1.0,70.4,52.8
PR190118,INST-HOTEL,1.0,216.0,0.0
PR190118,INST-MILEAGE,316.0,0.36,0.0
PR190118,INST-SUBS,1.0,124.8,0.0
PR190118,INST-HOTEL,1.0,206.5,0.0
PR190118,INST-MILEAGE,440.0,0.36,0.0
PR190118,INST-SUBS,1.0,54.0,0.0
PR190118,INST-OTH,1.0,73.93,0.0
PR190131,WAR-HOTEL,1.0,72.0,54.0
PR190131,WAR-SUBS,1.0,70.4,52.8
QTE-000025,PAIDSER-HOTEL,1.0,194.2,0.0
QTE-000025,PAIDSER-MILEAGE,1122.0,0.36,0.65
QTE-000025,PAIDSER-SUBS,3.0,71.41,175.0
QTE-000005,PAIDSER-HOTEL,1.0,316.6,0.0
QTE-000005,PAIDSER-MILEAGE,1710.0,0.36,0.65
QTE-000005,PAIDSER-SUBS,3.0,175.0,151.67
QTE-000005,PAIDSER-TOLL,1.0,121.94,121.94
PR190175,WAR-FLIGHT,1.0,502.88,377.16
PR190175,WAR-CARHIRE,1.0,92.36,69.27
PR190175,WAR-HOTEL,1.0,302.7,227.03
PR190175,WAR-MILEAGE,102.0,0.36,0.27
PR190175,WAR-OTH,1.0,40.07,30.06
PR190175,WAR-SUBS,1.0,111.87,83.91
PR190175,WAR-TOLL,1.0,90.14,67.61
PR190153,PAIDSER-HOTEL,1.0,344.95,0.0
PR190153,PAIDSER-MILEAGE,406.0,0.36,0.65
PR190153,PAIDSER-OTH,1.0,319.05,319.05
PR190153,PAIDSER-SUBS,3.0,60.31,175.0
PR190118,INST-HOTEL,1.0,288.0,0.0
PR190118,INST-MILEAGE,316.0,0.36,0.0
PR190118,INST-SUBS,1.0,106.8,0.0
PR190118,INST-HOTEL,1.0,431.0,0.0
PR190118,INST-MILEAGE,460.0,0.36,0.0
PR190118,INST-SUBS,1.0,83.6,0.0
PR190131,WAR-SUBS,1.0,54.0,40.5
PR190131,WAR-SUBS,1.0,70.4,52.8
PR190180,TRN-HOTEL,1.0,218.0,0.0
PR190180,TRN-SUBS,1.0,83.6,0.0
PR190181,TRN-FLIGHT,1.0,573.94,0.0
PR190181,TRN-HOTEL,1.0,496.16,0.0
PR190181,TRN-OTH,1.0,109.83,0.0
PR190181,TRN-SUBS,1.0,190.27,0.0
PR190181,TRN-CARHIRE,1.0,136.0,0.0
PR190145,WAR-SUBS,1.0,31.54,23.66
PR190063,PAIDSER-HOTEL,1.0,250.0,0.0
PR190063,PAIDSER-MILEAGE,500.0,0.36,0.65
PR190063,PAIDSER-MILEAGE,253.0,0.36,0.65
PR190063,PAIDSER-SUBS,3.0,109.27,175.0
PR190063,PAIDSER-TOLL,1.0,17.8,17.8
PR190131,WAR-HOTEL,1.0,216.0,162.0
PR190131,WAR-SUBS,1.0,105.6,79.1
PR190131,WAR-MILEAGE,240.0,0.36,0.27
PR190131,WAR-HOTEL,1.0,216.0,162.0
PR190131,WAR-MILEAGE,240.0,0.36,0.27
PR190131,WAR-SUBS,1.0,105.6,79.1
PR190186,PAIDSER-HOTEL,1.0,221.3,0.0
PR190186,PAIDSER-MILEAGE,800.0,0.36,0.65
PR190186,PAIDSER-MILEAGE,173.0,0.36,0.65
PR190186,PAIDSER-SUBS,2.0,124.63,175.0
QTE-000060,PAIDSER-MILEAGE,328.0,0.36,0.65
QTE-000060,PAIDSER-SUBS,0.5,11.52,175.0
PR190118,INST-HOTEL,1.0,72.0,0.0
PR190118,INST-SUBS,1.0,45.2,0.0
PR190118,INST-HOTEL,1.0,72.0,0.0
PR190118,INST-MILEAGE,220.0,0.36,0.0
PR190118,INST-SUBS,1.0,47.6,0.0
QTE-000034,PAIDSER-HOTEL,1.0,87.75,0.0
QTE-000034,PAIDSER-SUBS,1.0,120.79,0.0
PR190187,PAIDSER-CARHIRE,1.0,78.93,0.0
PR190187,PAIDSER-FLIGHT,1.0,188.88,0.0
PR190187,PAIDSER-HOTEL,1.0,88.86,0.0
PR190187,PAIDSER-MILEAGE,84.5,0.36,0.65
PR190187,PAIDSER-OTH,1.0,18.01,0.0
PR190187,PAIDSER-SUBS,1.0,86.93,0.0
PR190187,PAIDSER-TOLL,1.0,41.28,0.0
PR190188,PAIDSER-CARHIRE,1.0,78.94,0.01
PR190188,PAIDSER-FLIGHT,1.0,188.87,0.0
PR190188,PAIDSER-HOTEL,1.0,88.87,0.0
PR190188,PAIDSER-MILEAGE,84.0,0.36,0.65
PR190188,PAIDSER-OTH,1.0,18.0,0.0
PR190188,PAIDSER-SUBS,1.0,86.92,0.0
PR190188,PAIDSER-TOLL,1.0,42.29,0.0
PR190081,PAIDSER-HOTEL,1.0,296.0,0.0
PR190081,PAIDSER-MILEAGE,1192.0,0.36,0.65
PR190081,PAIDSER-SUBS,1.0,403.25,0.0
PR190127,PAIDSER-HOTEL,1.0,357.2,0.0
PR190127,PAIDSER-MILEAGE,1006.0,0.36,0.65
PR190127,PAIDSER-SUBS,4.0,89.3,175.0
PR190152,INST-CARHIRE,1.0,293.63,0.0
PR190152,INST-FLIGHT,1.0,487.37,0.0
PR190152,INST-OTH,1.0,152.8,0.0
PR190152,INST-SUBS,1.0,283.1,0.0
PR190152,INST-HOTEL,1.0,516.47,0.0
PR190152,INST-FLIGHT,1.0,471.76,0.0
PR190152,INST-HOTEL,1.0,490.35,0.0
PR190152,INST-SUBS,1.0,310.16,0.0
PR190152,INST-OTH,1.0,11.6,0.0
PR190152,INST-MILEAGE,140.0,0.36,0.0
QTE-000188,PAIDSER-FLIGHT,1.0,300.97,300.97
QTE-000188,PAIDSER-HOTEL,1.0,75.81,0.0
QTE-000188,PAIDSER-OTH,1.0,39.01,39.01
QTE-000188,PAIDSER-OTH,1.0,33.66,33.66
QTE-000188,PAIDSER-SUBS,2.0,61.7,175.0
QTE-000188,PAIDSER-CARHIRE,1.0,172.09,172.09
QTE-000019,PAIDSER-HOTEL,1.0,296.0,0.0
QTE-000019,PAIDSER-MILEAGE,1192.0,0.36,0.65
QTE-000019,PAIDSER-SUBS,4.5,89.61,175.0
QTE-000188,PAIDSER-HOTEL,1.0,86.34,0.0
QTE-000188,PAIDSER-MILEAGE,278.0,0.36,0.65
QTE-000188,PAIDSER-SUBS,1.0,4.0,175.0
QTE-000147,PAIDSER-HOTEL,1.0,69.96,0.0
QTE-000147,PAIDSER-MILEAGE,728.0,0.36,0.65
QTE-000147,PAIDSER-SUBS,2.0,86.22,175.0
PR190039,PAIDSER-HOTEL,1.0,99.0,0.0
PR190039,PAIDSER-MILEAGE,890.0,0.36,0.65
PR190039,PAIDSER-SUBS,2.0,62.04,175.0
PR190152,INST-FLIGHT,1.0,422.52,0.0
PR190152,INST-CARHIRE,1.0,117.79,0.0
PR190152,INST-HOTEL,1.0,649.9,0.0
PR190152,INST-MILEAGE,70.0,0.36,0.0
PR190152,INST-SUBS,1.0,396.0,0.0
PR190152,INST-FLIGHT,1.0,406.91,0.0
PR190152,INST-HOTEL,1.0,659.43,0.0
PR190152,INST-SUBS,1.0,392.7,0.0
QTE-000034,PAIDSER-CARHIRE,1.0,202.53,202.53
QTE-000034,PAIDSER-FLIGHT,1.0,299.76,299.76
QTE-000034,PAIDSER-HOTEL,1.0,193.22,0.0
QTE-000034,PAIDSER-OTH,1.0,66.01,66.01
QTE-000034,PAIDSER-OTH,1.0,33.08,33.08
QTE-000034,PAIDSER-SUBS,2.5,65.5,175.0
QTE-000034,PAIDSER-TOLL,1.0,5.0,5.0
PR190020,PAIDSER-FLIGHT,1.0,604.8,604.8
PR190020,PAIDSER-HOTEL,1.0,755.28,0.0
PR190020,PAIDSER-OTH,1.0,97.0,97.0
PR190020,PAIDSER-SUBS,5.0,99.6,200.0
PR190020,PAIDSER-HOTEL,1.0,264.55,0.0
PR190020,PAIDSER-OTH,1.0,157.92,157.92
PR190020,PAIDSER-SUBS,3.0,57.91,200.0
PR190020,PAIDSER-TOLL,1.0,134.88,134.88
PR190183,INST-CARHIRE,1.0,162.5,0.0
PR190183,INST-FLIGHT,1.0,623.29,0.0
PR190183,INST-HOTEL,1.0,200.0,0.0
PR190183,INST-SUBS,1.0,272.6,0.0
PR190183,INST-TOLL,1.0,85.0,0.0
PR190152,INST-HOTEL,1.0,120.34,0.0
PR190152,INST-SUBS,1.0,132.24,0.0
PR190152,INST-TOLL,1.0,120.0,0.0
PR190152,INST-FLIGHT,1.0,120.34,0.0
PR190152,INST-SUBS,1.0,132.24,0.0
PR190152,INST-TOLL,1.0,104.0,0.0
PR190196,PAIDSER-HOTEL,1.0,205.0,0.0
PR190196,PAIDSER-MILEAGE,907.0,0.36,0.65
PR190196,PAIDSER-SUBS,3.0,86.59,175.0
PR190018,PAIDSER-HOTEL,1.0,95.0,0.0
PR190018,PAIDSER-MILEAGE,230.0,0.36,0.65
PR190018,PAIDSER-TOLL,1.0,3.1,0.0
PR190018,PAIDSER-SUBS,1.0,111.7,0.0
QTE-000191,PAIDSER-HOTEL,1.0,186.0,0.0
QTE-000191,PAIDSER-MILEAGE,1400.0,0.36,0.65
QTE-000191,PAIDSER-OTH,1.0,317.99,317.99
QTE-000191,PAIDSER-SUBS,3.0,53.84,175.0
QTE-000191,PAIDSER-TOLL,1.0,33.94,33.94
QTE-000034,PAIDSER-HOTEL,1.0,214.82,0.0
QTE-000034,PAIDSER-MILEAGE,352.0,0.36,0.65
QTE-000034,PAIDSER-SUBS,2.0,94.0,175.0
PR190175,WAR-HOTEL,1.0,120.34,90.23
PR190175,WAR-SUBS,1.0,132.24,99.18
PR190175,WAR-TOLL,1.0,104.0,78.0
PR190131,WAR-HOTEL,1.0,70.0,52.5
PR190131,WAR-MILEAGE,1085.0,0.36,0.27
PR190131,WAR-SUBS,1.0,68.2,51.15
PR190201,INST-CARHIRE,1.0,222.96,0.0
PR190201,INST-FLIGHT,1.0,441.52,0.0
PR190201,INST-HOTEL,1.0,377.0,0.0
PR190201,INST-OTH,1.0,41.03,0.0
PR190201,INST-OTH,1.0,105.47,0.0
PR190201,INST-OTH,1.0,44.88,0.0
PR190201,INST-OTH,1.0,90.75,0.0
PR190201,INST-SUBS,1.0,341.77,0.0
PR190202,PAIDSER-MILEAGE,41.6,0.36,0.65
PR190202,PAIDSER-SUBS,1.0,7.74,7.74
PR190203,WAR-CARHIRE,1.0,103.98,77.99
PR190203,WAR-FLIGHT,1.0,280.32,210.24
PR190203,WAR-HOTEL,1.0,85.5,63.75
PR190203,WAR-MILEAGE,208.0,0.36,0.27
PR190203,WAR-OTH,1.0,110.0,82.5
PR190203,WAR-OTH,1.0,29.95,22.46
PR190203,WAR-SUBS,1.0,51.8,38.5
PR190203,WAR-TOLL,1.0,101.57,76.18
PR190204,PAIDSER-HOTEL,1.0,195.0,0.0
PR190204,PAIDSER-MILEAGE,672.0,0.36,0.65
PR190204,PAIDSER-OTH,1.0,8.0,8.0
PR190204,PAIDSER-SUBS,3.0,113.74,175.0
PR190131,WAR-HOTEL,1.0,216.0,162.0
PR190131,WAR-MILEAGE,393.0,0.36,0.27
PR190131,WAR-SUBS,1.0,119.0,89.25
PR190201,INST-CARHIRE,1.0,233.76,0.0
PR190201,INST-FLIGHT,1.0,580.8,0.0
PR190201,INST-OTH,1.0,127.22,0.0
PR190201,INST-OTH,1.0,40.0,0.0
PR190201,INST-HOTEL,1.0,382.95,0.0
PR190201,INST-OTH,1.0,127.51,0.0
PR190201,INST-TOLL,1.0,20.0,0.0
PR190201,INST-SUBS,1.0,405.53,0.0
PR190209,PAIDSER-HOTEL,1.0,517.66,0.0
PR190209,PAIDSER-SUBS,5.0,29.6,175.0
PR190047,PAIDSER-HOTEL,1.0,320.52,0.0
PR190047,PAIDSER-SUBS,4.0,71.68,175.0
PR190209,PAIDSER-FLIGHT,1.0,351.77,0.0
PR190209,PAIDSER-TOLL,1.0,110.0,0.0
PR190209,PAIDSER-OTH,1.0,50.8,0.0
PR190210,GRATIS-HOTEL,1.0,79.0,0.0
PR190210,GRATIS-MILEAGE,1228.0,0.36,0.0
PR190210,GRATIS-SUBS,1.0,132.54,0.0
PR190211,MAIN-HOTEL,1.0,287.9,0.0
PR190211,MAIN-MILEAGE,1488.0,0.36,0.0
PR190211,MAIN-SUBS,1.0,347.8,0.0
QTE-000138,MAIN-MILEAGE,240.0,0.36,0.0
QTE-000138,MAIN-SUBS,1.0,34.67,0.0
QTE-000037,PAIDSER-HOTEL,1.0,127.0,0.0
QTE-000037,PAIDSER-MILEAGE,556.0,0.36,0.65
QTE-000037,PAIDSER-SUBS,2.5,94.0,175.0
PR190047,PAIDSER-HOTEL,1.0,138.0,0.0
PR190047,PAIDSER-MILEAGE,1381.0,0.36,0.65
PR190047,PAIDSER-SUBS,3.0,84.13,175.0
PR190213,INST-HOTEL,1.0,401.46,0.0
PR190213,INST-MILEAGE,586.0,0.36,0.0
PR190213,INST-SUBS,1.0,595.82,0.0
PR190086,PAIDSER-MILEAGE,51.0,0.36,0.65
PR190086,PAIDSER-SUBS,1.0,24.76,24.76
PR190215,WAR-HOTEL,1.0,258.25,193.68
PR190215,WAR-SUBS,1.0,172.42,129.39
PR190217,INST-CARHIRE,1.0,261.55,0.0
PR190217,INST-FLIGHT,1.0,669.16,0.0
PR190217,INST-HOTEL,1.0,218.84,0.0
PR190217,INST-OTH,1.0,105.12,0.0
PR190217,INST-OTH,1.0,108.82,0.0
PR190217,INST-SUBS,1.0,97.53,0.0
PR190217,INST-TOLL,1.0,42.0,0.0
PR190152,INST-CARHIRE,1.0,265.59,0.0
PR190152,INST-FLIGHT,1.0,738.52,0.0
PR190152,INST-HOTEL,1.0,299.96,0.0
PR190152,INST-MILEAGE,150.0,0.36,0.0
PR190152,INST-OTH,1.0,39.94,0.0
PR190152,INST-OTH,1.0,93.42,0.0
PR190152,INST-OTH,1.0,12.45,0.0
PR190152,INST-SUBS,1.0,267.96,0.0
PR190152,INST-TOLL,1.0,134.5,0.0
PR190118,INST-HOTEL,1.0,144.0,0.0
PR190118,INST-MILEAGE,415.0,0.36,0.0
PR190118,INST-SUBS,1.0,83.2,0.0
PR190131,WAR-HOTEL,1.0,72.0,54.0
PR190131,WAR-SUBS,1.0,35.2,26.4
PR190222,PAIDSER-MILEAGE,651.0,0.36,0.65
PR190222,PAIDSER-SUBS,1.0,24.52,175.0
PR190154,WAR-HOTEL,1.0,106.18,79.64
PR190154,WAR-SUBS,1.0,79.2,59.4
QTE-000034,PAIDSER-CARHIRE,1.0,192.24,192.24
QTE-000034,PAIDSER-FLIGHT,1.0,159.11,159.11
QTE-000034,PAIDSER-MILEAGE,104.0,0.36,0.65
QTE-000034,PAIDSER-HOTEL,1.0,118.58,0.0
QTE-000034,PAIDSER-OTH,1.0,36.53,36.53
QTE-000034,PAIDSER-SUBS,2.0,72.82,175.0
PR190196,PAIDSER-FLIGHT,1.0,159.11,159.11
PR190196,PAIDSER-CARHIRE,1.0,192.23,192.23
PR190196,PAIDSER-HOTEL,1.0,188.94,0.0
PR190196,PAIDSER-MILEAGE,104.0,0.36,0.65
PR190196,PAIDSER-OTH,1.0,36.52,36.52
PR190196,PAIDSER-SUBS,2.5,97.76,175.0
PR190196,PAIDSER-TOLL,1.0,103.0,103.0
PR190213,INST-HOTEL,1.0,515.6,0.0
PR190213,INST-MILEAGE,590.0,0.36,0.0
PR190213,INST-SUBS,1.0,592.1,0.0
PR190213,INST-TOLL,1.0,2.5,0.0
PR190152,INST-HOTEL,1.0,424.73,0.0
PR190152,INST-MILEAGE,75.0,0.36,0.0
