Project ID,Category,Quantity,Cost price,Sales price
PR200194,WAR-SUBS,1.0,303.33,227.5
PR200194,WAR-HOTEL,1.0,297.94,223.45
PR200206,INST-TOLL,1.0,64.44,0.0
PR200206,INST-ALLOW,1.0,498.13,0.0
PR200206,INST-HOTEL,1.0,583.1,0.0
PR200209,PAIDSER-MILEAGE,740.0,0.36,0.65
PR200209,PAIDSER-SUBS,1.0,128.26,175.0
PR200209,PAIDSER-HOTEL,1.0,77.65,0.0
PR200212,INST-TOLL,1.0,12.0,0.0
PR200212,INST-MILEAGE,792.0,0.36,0.0
PR200212,INST-SUBS,1.0,493.21,0.0
PR200212,INST-HOTEL,1.0,297.0,0.0
PR190024,PAIDSER-TOLL,1.0,36.2,0.0
PR190024,PAIDSER-MILEAGE,847.0,0.36,0.0
PR190024,PAIDSER-SUBS,1.0,139.76,0.0
PR190024,PAIDSER-HOTEL,1.0,90.91,0.0
PR190034,PAIDSER-TOLL,1.0,7.4,0.0
PR190034,PAIDSER-MILEAGE,800.0,0.36,0.0
PR190034,PAIDSER-SUBS,1.0,364.82,0.0
PR190034,PAIDSER-HOTEL,1.0,263.4,0.0
PR200137,PAIDSER-MILEAGE,816.0,0.36,0.65
PR200137,PAIDSER-SUBS,1.0,1.0,175.0
PR200137,PAIDSER-HOTEL,1.0,71.4,0.0
PR190044,PAIDSER-MILEAGE,816.0,0.36,0.65
PR190044,PAIDSER-SUBS,3.0,128.04,175.0
PR190044,PAIDSER-HOTEL,1.0,217.81,0.0
PR190095,PAIDSER-SUBS,1.0,170.61,0.0
PR190095,PAIDSER-HOTEL,1.0,87.3,0.0
PR190261,PAIDSER-SUBS,1.0,212.96,0.0
PR190261,PAIDSER-HOTEL,1.0,149.54,0.0
PR200197,WAR-FREIGHT,1.0,69.49,52.12
PR200197,WAR-OTH,1.0,120.53,90.4
PR200197,WAR-SUBS,1.0,249.13,186.85
PR200197,WAR-HOTEL,1.0,261.48,196.11
PR200121,INST-TOLL,1.0,71.93,0.0
PR200121,INST-OTH,1.0,67.24,0.0
PR200121,INST-ALLOW,1.0,265.04,0.0
PR200121,INST-HOTEL,1.0,285.14,0.0
PR200121,INST-TOLL,1.0,64.16,0.0
PR200121,INST-OTH,1.0,55.09,0.0
PR200121,INST-ALLOW,1.0,79.8,0.0
PR200121,INST-HOTEL,1.0,77.41,0.0
PR200197,WAR-CARHIRE,1.0,712.96,534.72
PR200197,WAR-FLIGHT,1.0,400.29,300.22
PR200197,WAR-OTH,1.0,103.09,77.31
PR200197,WAR-SUBS,1.0,198.48,148.86
PR200197,WAR-HOTEL,1.0,157.29,117.96
PR190257,MAIN-SUBS,1.0,232.93,0.0
PR190257,MAIN-HOTEL,1.0,100.48,0.0
PR200214,MAIN-SUBS,1.0,229.3,0.0
PR200214,MAIN-HOTEL,1.0,129.76,0.0
PR200194,WAR-TOLL,1.0,169.29,126.96
PR200194,WAR-MILEAGE,1804.0,0.36,0.27
PR200194,WAR-OTH,1.0,160.24,120.18
PR200194,WAR-SUBS,1.0,346.59,259.94
PR200194,WAR-HOTEL,1.0,377.38,283.03
PR200215,PAIDSER-FLIGHT,1.0,427.26,0.0
PR200215,PAIDSER-FREIGHT,1.0,66.93,0.0
PR200215,PAIDSER-TOLL,1.0,28.05,0.0
PR200215,PAIDSER-OTH,1.0,43.55,0.0
PR200215,PAIDSER-ALLOW,2.0,42.37,0.0
PR200215,PAIDSER-HOTEL,1.0,61.09,0.0
PR200207,WAR-TOLL,1.0,21.11,15.83
PR200207,WAR-MILEAGE,837.0,0.36,0.27
PR200207,WAR-OTH,1.0,205.69,154.27
PR200207,WAR-OTH,1.0,45.66,34.24
PR200207,WAR-SUBS,1.0,207.81,155.86
PR200207,WAR-HOTEL,1.0,351.55,263.66
PR200206,INST-FLIGHT,1.0,541.73,0.0
PR200210,WAR-TOLL,1.0,6.0,4.5
PR200210,WAR-SUBS,1.0,166.47,124.85
PR200210,WAR-HOTEL,1.0,116.5,87.38
PR200212,INST-MILEAGE,719.0,0.36,0.0
PR200212,INST-SUBS,1.0,572.88,0.0
PR200212,INST-HOTEL,1.0,396.0,0.0
PR200211,WAR-TOLL,1.0,12.0,9.0
PR200211,WAR-MILEAGE,668.0,0.36,0.27
PR200211,WAR-SUBS,1.0,228.1,171.07
PR200211,WAR-HOTEL,1.0,99.0,74.25
PR200216,PAIDSER-MILEAGE,193.0,0.36,0.65
PR200216,PAIDSER-ALLOW,2.0,15.21,175.0
PR200218,WAR-TOLL,1.0,33.8,25.35
PR200218,WAR-MILEAGE,1248.0,0.36,0.27
PR200218,WAR-SUBS,1.0,561.6,421.2
PR200218,WAR-HOTEL,1.0,488.0,366.0
PR200219,PAIDSER-MILEAGE,531.0,0.36,0.65
PR200219,PAIDSER-ALLOW,2.0,51.13,175.0
PR200219,PAIDSER-HOTEL,1.0,117.94,0.0
PR200220,PAIDSER-TOLL,1.0,9.4,9.4
PR200220,PAIDSER-MILEAGE,1621.0,0.36,0.65
PR200220,PAIDSER-SUBS,7.0,384.74,175.0
PR200220,PAIDSER-HOTEL,2.0,534.0,0.0
PR200196,WAR-MILEAGE,984.0,0.36,0.27
PR200196,WAR-SUBS,1.0,175.73,131.79
PR200196,WAR-HOTEL,1.0,190.0,142.0
PR200221,INST-MILEAGE,1203.0,0.36,0.0
PR200221,INST-SUBS,1.0,482.4,0.0
PR200221,INST-HOTEL,1.0,326.07,0.0
PR200225,PAIDSER-TOLL,13.7,13.7,0.0
PR200225,PAIDSER-MILEAGE,1754.0,0.36,0.65
PR200225,PAIDSER-SUBS,6.0,107.87,175.0
PR200225,PAIDSER-HOTEL,1.0,656.2,0.0
PR200218,WAR-MILEAGE,1203.0,0.36,0.27
PR200218,WAR-SUBS,1.0,781.92,586.44
PR200218,WAR-HOTEL,1.0,583.67,437.75
PR200086,WAR-SUBS,1.0,586.85,440.0
PR200086,WAR-HOTEL,1.0,360.0,270.0
PR200227,INST-OTH,1.0,207.46,0.0
PR200227,INST-MILEAGE,599.0,0.36,0.0
PR200227,INST-SUBS,1.0,318.46,0.0
PR200227,INST-HOTEL,1.0,437.59,0.0
QTE-000138,MAIN-TOLL,1.0,24.08,0.0
QTE-000138,MAIN-MILEAGE,541.0,0.36,0.0
QTE-000138,MAIN-ALLOW,1.0,216.47,0.0
QTE-000138,MAIN-HOTEL,1.0,236.77,0.0
PR200233,PAIDSER-TOLL,1.0,4.5,0.0
PR200233,PAIDSER-MILEAGE,609.0,0.36,0.65
PR200233,PAIDSER-SUBS,2.0,77.47,175.0
PR200233,PAIDSER-HOTEL,1.0,109.0,0.0
PR200137,PAIDSER-SUBS,5.0,88.51,175.0
PR200137,PAIDSER-HOTEL,1.0,350.93,0.0
PR200227,INST-TOLL,1.0,29.03,0.0
PR200227,INST-MILEAGE,410.0,0.36,0.0
PR200227,INST-OTH,1.0,242.59,0.0
PR200227,INST-ALLOW,1.0,205.84,0.0
PR200227,INST-HOTEL,1.0,167.22,0.0
PR200014,PAIDSER-TOLL,1.0,14.05,0.0
PR200014,PAIDSER-MILEAGE,595.0,0.36,0.65
PR200014,PAIDSER-ALLOW,2.0,80.94,0.0
PR200014,PAIDSER-HOTEL,1.0,203.83,0.0
PR200014,PAIDSER-MILEAGE,1049.0,0.36,0.65
PR200014,PAIDSER-ALLOW,5.0,61.99,0.0
PR200014,PAIDSER-HOTEL,1.0,495.16,0.0
PR200234,MAIN-MILEAGE,97.0,0.36,0.0
PR200234,MAIN-OTH,1.0,930.43,0.0
PR200234,MAIN-ALLOW,1.0,11.2,0.0
PR200235,TRN-MILEAGE,680.0,0.36,0.0
PR200235,TRN-OTH,1.0,196.18,0.0
PR200235,TRN-HOTEL,1.0,267.0,0.0
PR200234,MAIN-TOLL,1.0,8.96,0.0
PR200234,MAIN-MILEAGE,319.0,0.36,0.0
PR200234,MAIN-SUBS,1.0,271.32,0.0
PR200234,MAIN-HOTEL,1.0,312.48,0.0
PR190082,PAIDSER-SUBS,1.0,32.8,175.0
PR200234,MAIN-MILEAGE,225.0,0.36,0.0
PR200237,MAIN-MILEAGE,663.0,0.36,0.0
PR200237,MAIN-SUBS,1.0,222.26,0.0
PR200237,MAIN-HOTEL,1.0,144.5,0.0
PR200003,PAIDSER-MILEAGE,402.0,0.36,0.65
PR200003,PAIDSER-SUBS,1.0,12.85,175.0
PR200193,WAR-TOLL,1.0,15.34,11.51
PR200193,WAR-MILEAGE,644.0,0.36,0.27
PR200193,WAR-SUBS,1.0,105.0,78.75
PR200193,WAR-HOTEL,1.0,79.79,59.92
PR200127,MAIN-MILEAGE,402.0,0.36,0.0
PR200127,MAIN-SUBS,1.0,100.69,0.0
PR200127,MAIN-HOTEL,1.0,79.63,0.0
PR200234,MAIN-MILEAGE,113.0,0.36,0.0
PR200234,MAIN-SUBS,1.0,17.91,0.0
PR200238,PAIDSER-TOLL,1.0,62.5,0.0
PR200238,PAIDSER-OTH,1.0,166.29,0.0
PR200238,PAIDSER-HOTEL,1.0,177.9,0.0
PR190082,PAIDSER-SUBS,1.0,18.8,175.0
PR200193,WAR-MILEAGE,1094.0,0.36,0.27
PR200193,WAR-SUBS,1.0,27.4,20.55
PR190131,WAR-MILEAGE,422.0,0.36,0.27
PR190131,WAR-SUBS,1.0,113.4,85.05
PR190131,WAR-HOTEL,1.0,264.25,198.19
PR200185,WAR-SUBS,1.0,17.6,13.2
PR200185,WAR-HOTEL,1.0,90.55,67.91
PR200185,WAR-MILEAGE,215.0,0.36,0.27
PR200185,WAR-SUBS,1.0,26.8,20.1
PR200211,WAR-TOLL,1.0,12.0,9.0
PR200211,WAR-MILEAGE,628.0,0.36,0.27
PR200211,WAR-SUBS,1.0,172.05,129.04
PR200211,WAR-HOTEL,1.0,89.0,66.75
PR200126,PAIDSER-MILEAGE,953.0,0.36,0.65
PR200126,PAIDSER-OTH,1.0,149.95,149.95
PR200126,PAIDSER-SUBS,1.0,110.39,110.39
PR200126,PAIDSER-HOTEL,1.0,133.0,0.0
PR200185,WAR-SUBS,1.0,-17.2,-13.2
PR200185,WAR-HOTEL,1.0,-90.55,-67.21
PR200185,WAR-MILEAGE,215.0,-0.36,-0.27
PR200185,WAR-SUBS,1.0,-26.8,-20.1
PR200191,WAR-TOLL,1.0,14.62,10.96
PR200191,WAR-MILEAGE,105.0,0.36,0.27
PR200191,WAR-OTH,1.0,55.46,41.6
PR200191,WAR-SUBS,1.0,478.49,358.87
PR200191,WAR-HOTEL,1.0,578.24,433.68
PR200191,WAR-FLIGHT,1.0,290.23,217.67
PR200191,WAR-TOLL,1.0,14.62,10.96
PR200191,WAR-OTH,1.0,75.9,56.92
PR200191,WAR-SUBS,1.0,54.6,40.95
PR200191,WAR-HOTEL,1.0,83.8,62.85
PR200207,WAR-OTH,1.0,73.38,55.03
PR200207,WAR-SUBS,1.0,184.86,138.65
PR200207,WAR-HOTEL,1.0,187.29,140.47
PR200207,WAR-FLIGHT,1.0,260.52,195.39
PR210004,PAIDSER-OTH,1.0,27.82,27.82
PR210004,PAIDSER-SUBS,6.0,62.52,175.0
PR210005,PAIDSER-MILEAGE,639.0,0.36,0.65
PR210005,PAIDSER-SUBS,3.0,110.77,175.0
PR210005,PAIDSER-HOTEL,1.0,168.0,0.0
PR200185,WAR-MILEAGE,215.0,0.36,0.27
PR200185,WAR-SUBS,1.0,26.8,20.1
PR200185,WAR-SUBS,1.0,17.2,13.2
PR200185,WAR-HOTEL,1.0,90.55,67.21
PR200185,WAR-MILEAGE,-215.0,0.36,0.27
PR200185,WAR-SUBS,-1.0,26.8,20.1
PR200185,WAR-SUBS,-1.0,17.6,13.2
PR200185,WAR-HOTEL,1.0,90.55,67.91
PR200185,WAR-MILEAGE,-215.0,0.36,0.27
PR200185,WAR-SUBS,-1.0,26.8,20.1
PR200185,WAR-SUBS,-1.0,17.6,13.2
PR200185,WAR-HOTEL,-1.0,90.55,67.91
PR200226,WAR-TOLL,1.0,49.61,37.21
PR200226,WAR-OTH,1.0,517.21,387.91
PR200226,WAR-SUBS,1.0,311.83,233.88
PR200226,WAR-HOTEL,1.0,319.26,239.44
PR190082,PAIDSER-MILEAGE,164.0,0.36,0.65
PR190054,PAIDSER-HOTEL,-1.0,100.9,0.0
PR190054,PAIDSER-CARHIRE,-1.0,55.75,0.0
PR190054,PAIDSER-FLIGHT,-1.0,284.9,0.0
PR190054,PAIDSER-ALLOW,-1.0,62.43,0.0
PR190054,PAIDSER-MILEAGE,-105.0,0.36,0.65
PR190054,PAIDSER-ALLOW,1.0,38.47,0.0
PR190082,PAIDSER-MILEAGE,164.0,0.36,0.65
PR210008,PAIDSER-MILEAGE,1522.0,0.36,0.65
PR210008,PAIDSER-OTH,1.0,149.95,0.0
PR210008,PAIDSER-SUBS,2.0,81.73,175.0
PR210008,PAIDSER-HOTEL,1.0,166.3,0.0
PR210010,INST-FLIGHT,1.0,830.0,0.0
PR210010,INST-CARHIRE,1.0,211.0,0.0
PR210010,INST-TOLL,1.0,92.47,0.0
PR210010,INST-OTH,1.0,72.18,0.0
PR210010,INST-ALLOW,1.0,455.92,0.0
PR210010,INST-HOTEL,1.0,555.25,0.0
PR210004,PAIDSER-OTH,1.0,391.35,0.0
PR210004,PAIDSER-TOLL,1.0,172.85,0.0
PR210004,PAIDSER-SUBS,3.0,58.63,0.0
PR210004,PAIDSER-SUBS,6.0,62.52,0.0
PR210004,PAIDSER-SUBS,2.0,49.96,0.0
PR210004,PAIDSER-MILEAGE,105.0,0.36,0.0
PR210004,PAIDSER-FLIGHT,1.0,230.0,0.0
PR190082,PAIDSER-MILEAGE,380.0,0.36,0.65
PR190082,PAIDSER-SUBS,2.0,30.1,175.0
PR190082,PAIDSER-HOTEL,1.0,127.0,0.0
PR210013,WAR-MILEAGE,241.0,0.36,0.27
PR210013,WAR-SUBS,1.0,26.91,20.18
QTE-000192,PAIDSER-TOLL,1.0,90.17,90.17
PR210015,WAR-MILEAGE,241.0,0.36,0.27
PR210015,WAR-SUBS,1.0,11.2,8.4
PR210010,INST-FLIGHT,1.0,775.0,0.0
PR210010,INST-CARHIRE,1.0,211.0,0.0
PR210010,INST-OTH,1.0,62.43,0.0
PR210010,INST-SUBS,1.0,108.37,0.0
PR210010,INST-HOTEL,1.0,83.08,0.0
PR210016,INST-CARHIRE,1.0,35.5,0.0
PR210016,INST-FLIGHT,1.0,188.1,0.0
PR210016,INST-OTH,1.0,101.13,0.0
PR210016,INST-SUBS,1.0,376.74,0.0
PR210016,INST-HOTEL,1.0,424.9,0.0
QTE-000192,PAIDSER-TOLL,1.0,-90.17,-90.17
PR210008,PAIDSER-MILEAGE,-1522.0,0.36,0.65
PR210008,PAIDSER-OTH,-1.0,149.95,0.0
PR210008,PAIDSER-SUBS,-2.0,81.73,0.0
PR210008,PAIDSER-HOTEL,-1.0,166.3,0.0
PR210018,PAIDSER-MILEAGE,1522.0,0.36,0.65
PR210018,PAIDSER-OTH,1.0,149.95,149.95
PR210018,PAIDSER-SUBS,2.0,81.73,175.0
PR210018,PAIDSER-HOTEL,1.0,166.3,0.0
PR190082,PAIDSER-MILEAGE,369.0,0.36,0.65
PR190082,PAIDSER-SUBS,1.0,30.1,175.0
PR190082,PAIDSER-HOTEL,1.0,127.0,0.0
PR190131,WAR-MILEAGE,371.0,0.36,0.27
PR190131,WAR-SUBS,1.0,14.0,10.5
PR190154,WAR-OTH,1.0,195.11,146.33
PR190154,WAR-SUBS,1.0,168.63,126.47
PR190154,WAR-HOTEL,1.0,127.38,95.53
PR190154,WAR-FLIGHT,1.0,718.3,538.73
PR200219,PAIDSER-MILEAGE,282.0,0.36,0.0
PR200219,PAIDSER-SUBS,1.0,37.24,0.0
PR190082,PAIDSER-HOTEL,1.0,-127.0,0.0
PR190082,PAIDSER-MILEAGE,369.0,-0.36,-0.65
PR190082,PAIDSER-SUBS,1.0,-30.1,-165.0
PR190082,PAIDSER-SUBS,1.0,-30.1,-175.0
PR190082,PAIDSER-MILEAGE,369.0,0.36,0.65
PR190082,PAIDSER-SUBS,2.0,30.1,175.0
PR190082,PAIDSER-HOTEL,1.0,127.0,0.0
PR190175,WAR-SUBS,1.0,40.28,30.21
PR190154,WAR-TOLL,1.0,128.77,9658.0
PR190154,WAR-SUBS,1.0,516.34,387.25
PR190154,WAR-HOTEL,1.0,445.82,334.37
PR190175,WAR-TOLL,1.0,15.33,11.5
PR190175,WAR-OTH,1.0,59.38,44.54
PR190175,WAR-SUBS,1.0,173.92,130.44
PR190175,WAR-HOTEL,1.0,259.13,194.34
PR210025,INST-OTH,1.0,21.32,0.0
PR210025,INST-SUBS,1.0,524.08,0.0
PR210025,INST-HOTEL,1.0,476.32,0.0
PR210031,PAIDSER-OTH,1.0,262.77,262.77
PR210031,PAIDSER-TOLL,1.0,132.61,132.61
PR210031,PAIDSER-MILEAGE,105.0,0.36,0.65
PR210031,PAIDSER-ALLOW,3.0,47.51,175.0
PR210031,PAIDSER-HOTEL,1.0,206.03,0.0
PR190154,WAR-FLIGHT,1.0,299.99,225.0
PR190154,WAR-OTH,1.0,158.95,119.22
PR190154,WAR-TOLL,1.0,15.33,11.5
PR190154,WAR-SUBS,1.0,319.02,239.27
PR190154,WAR-HOTEL,1.0,243.84,182.88
PR210032,WAR-SUBS,1.0,187.27,140.46
PR210032,WAR-HOTEL,1.0,254.26,190.69
PR210029,WAR-TOLL,1.0,24.0,18.0
PR210029,WAR-MILEAGE,1760.0,0.36,0.27
PR210029,WAR-SUBS,1.0,233.8,175.35
PR210029,WAR-HOTEL,1.0,395.4,296.55
PR210036,PAIDSER-TOLL,1.0,11.15,11.15
PR210036,PAIDSER-ALLOW,1.0,76.33,175.0
PR210036,PAIDSER-HOTEL,1.0,87.57,0.0
PR190082,PAIDSER-MILEAGE,254.0,0.36,0.65
PR190082,PAIDSER-SUBS,2.0,35.8,175.0
PR190082,PAIDSER-MILEAGE,356.0,0.36,0.65
PR190082,PAIDSER-SUBS,2.0,30.7,175.0
PR190082,PAIDSER-HOTEL,1.0,135.25,0.0
PR210029,WAR-TOLL,1.0,6.0,4.5
PR210029,WAR-MILEAGE,393.0,0.36,0.27
PR210029,WAR-SUBS,1.0,71.0,53.25
PR210029,WAR-MILEAGE,937.0,0.36,0.27
PR210029,WAR-SUBS,1.0,174.8,131.1
PR210029,WAR-HOTEL,1.0,578.1,433.58
PR210053,PAIDSER-MILEAGE,322.0,0.36,0.65
PR210053,PAIDSER-ALLOW,1.0,50.41,175.0
PR210053,PAIDSER-HOTEL,1.0,75.58,0.0
PR210056,PAIDSER-MILEAGE,89.0,0.36,0.65
PR210056,PAIDSER-ALLOW,1.0,9.65,175.0
PR210059,PAIDSER-MILEAGE,303.0,0.36,0.65
PR210059,PAIDSER-ALLOW,2.0,62.15,175.0
PR210059,PAIDSER-HOTEL,1.0,193.0,0.0
PR210053,PAIDSER-TOLL,1.0,32.59,32.59
PR210053,PAIDSER-MILEAGE,644.0,0.36,0.65
PR210053,PAIDSER-ALLOW,1.0,79.3,175.0
PR210053,PAIDSER-HOTEL,1.0,143.91,0.0
PR210053,PAIDSER-ALLOW,2.0,43.2,175.0
PR190082,PAIDSER-MILEAGE,321.0,0.36,0.65
PR190082,PAIDSER-SUBS,1.0,28.0,175.0
PR210029,WAR-TOLL,1.0,11.0,0.0
PR210029,WAR-MILEAGE,960.0,0.36,0.27
PR210029,WAR-SUBS,1.0,78.2,58.65
PR210029,WAR-HOTEL,1.0,192.7,144.53
PR200100,PAIDSER-MILEAGE,373.0,0.36,0.65
PR200100,PAIDSER-SUBS,2.0,31.3,175.0
PR200100,PAIDSER-HOTEL,1.0,106.78,0.0
PR190082,PAIDSER-MILEAGE,319.0,0.36,0.65
PR190082,PAIDSER-SUBS,1.0,26.8,175.0
PR210048,PAIDSER-MILEAGE,1208.0,0.36,0.65
PR210048,PAIDSER-OTH,1.0,89.29,89.29
PR210048,PAIDSER-ALLOW,5.0,49.08,175.0
PR210048,PAIDSER-HOTEL,1.0,673.81,0.0
PR210048,PAIDSER-ALLOW,3.0,105.37,175.0
PR210065,PAIDSER-MILEAGE,595.0,0.36,0.65
PR210065,PAIDSER-OTH,1.0,139.0,139.0
PR210065,PAIDSER-SUBS,1.0,32.83,175.0
PR200113,PAIDSER-TOLL,1.0,17.45,17.45
PR200113,PAIDSER-MILEAGE,597.0,0.36,0.65
PR200113,PAIDSER-OTH,1.0,139.0,139.0
PR200113,PAIDSER-SUBS,2.0,9559.0,175.0
PR200113,PAIDSER-HOTEL,1.0,96.6,0.0
PR210068,WAR-SUBS,1.0,65.6,49.2
PR210068,WAR-HOTEL,1.0,73.71,55.28
PR200211,WAR-MILEAGE,702.0,0.36,0.27
PR200211,WAR-SUBS,1.0,68.9,51.68
PR200211,WAR-HOTEL,1.0,91.35,68.51
PR200211,WAR-TOLL,1.0,12.0,9.0
PR210048,PAIDSER-ALLOW,-3.0,105.37,175.0
PR210048,PAIDSER-MILEAGE,-1208.0,0.36,0.65
PR210048,PAIDSER-OTH,-1.0,-89.29,89.29
PR210048,PAIDSER-ALLOW,-5.0,49.08,175.0
PR210048,PAIDSER-HOTEL,-1.0,673.81,0.0
PR210048,PAIDSER-ALLOW,8.0,70.19,175.0
PR210048,PAIDSER-MILEAGE,1208.0,0.36,0.65
PR210048,PAIDSER-HOTEL,1.0,673.81,0.0
PR210048,PAIDSER-OTH,-1.0,178.58,0.0
PR210029,WAR-TOLL,1.0,12.0,9.0
PR210029,WAR-MILEAGE,650.0,0.36,0.27
PR210029,WAR-SUBS,1.0,33.4,25.05
PR210072,WAR-SUBS,1.0,5.84,4.38
PR200113,PAIDSER-SUBS,-1.0,18926.82,0.0
PR210029,WAR-TOLL,1.0,12.0,9.0
PR210029,WAR-MILEAGE,1058.0,0.36,0.27
PR210029,WAR-SUBS,1.0,122.6,91.95
PR210029,WAR-HOTEL,1.0,274.05,205.54
PR200008,PAIDSER-MILEAGE,322.0,0.36,0.65
PR200008,PAIDSER-SUBS,1.0,26.8,175.0
PR210049,PAIDSER-ALLOW,5.0,45.14,175.0
PR210049,PAIDSER-ALLOW,6.0,41.44,175.0
PR210049,PAIDSER-ALLOW,3.0,63.11,175.0
PR210049,PAIDSER-MILEAGE,3911.0,0.36,0.65
PR210049,PAIDSER-HOTEL,1.0,1191.0,0.0
PR210049,PAIDSER-TOLL,1.0,18.03,18.03
PR200194,WAR-TOLL,1.0,14.28,10.71
PR200194,WAR-MILEAGE,475.0,0.36,0.27
PR200194,WAR-OTH,1.0,108.2,81.15
PR200194,WAR-SUBS,1.0,151.02,113.26
PR200194,WAR-HOTEL,1.0,135.47,101.6
PR210063,INST-MILEAGE,394.0,0.36,0.0
PR210063,INST-ALLOW,1.0,42.26,0.0
QTE-000123,PAIDSER-MILEAGE,46.0,0.36,0.65
QTE-000192,PAIDSER-MILEAGE,769.0,0.36,0.0
QTE-000192,PAIDSER-OTH,1.0,179.0,0.0
QTE-000192,PAIDSER-SUBS,3.0,81.34,0.0
QTE-000192,PAIDSER-HOTEL,1.0,195.03,0.0
PR210082,PAIDSER-MILEAGE,2365.0,0.36,0.65
PR210082,PAIDSER-OTH,1.0,163.82,163.82
PR210082,PAIDSER-OTH,1.0,218.11,218.11
PR210082,PAIDSER-ALLOW,2.0,72.47,175.0
PR210082,PAIDSER-ALLOW,3.0,82.1,175.0
PR210082,PAIDSER-HOTEL,1.0,356.95,0.0
PR210067,INST-OTH,1.0,96.64,0.0
PR210067,INST-ALLOW,1.0,359.14,0.0
PR210067,INST-HOTEL,1.0,235.59,0.0
PR210067,INST-FLIGHT,1.0,405.06,0.0
PR200191,WAR-TOLL,1.0,15.46,11.6
PR200191,WAR-MILEAGE,483.0,0.36,0.27
PR200191,WAR-OTH,1.0,193.49,145.12
PR200191,WAR-SUBS,1.0,225.04,168.78
PR200191,WAR-HOTEL,1.0,305.09,228.82
PR200194,WAR-TOLL,1.0,40.48,30.36
PR200194,WAR-MILEAGE,523.0,0.36,0.27
PR200194,WAR-OTH,1.0,68.27,51.2
PR200194,WAR-SUBS,1.0,216.33,162.25
PR200194,WAR-HOTEL,1.0,74.09,55.57
PR210063,INST-OTH,1.0,1.5,0.0
PR210063,INST-MILEAGE,145.0,0.36,0.0
PR210063,INST-OTH,1.0,18.61,0.0
PR210063,INST-ALLOW,1.0,128.45,0.0
PR210086,PAIDSER-MILEAGE,1282.0,0.36,0.65
PR210086,PAIDSER-OTH,1.0,139.0,139.0
PR210086,PAIDSER-SUBS,2.0,65.42,175.0
PR210086,PAIDSER-HOTEL,1.0,95.0,0.0
PR210072,WAR-SUBS,1.0,155.79,116.84
PR200191,WAR-TOLL,1.0,114.38,85.79
PR200191,WAR-MILEAGE,1654.0,0.36,0.27
PR200191,WAR-OTH,1.0,586.96,440.22
PR200191,WAR-SUBS,1.0,227.93,170.95
PR200191,WAR-HOTEL,1.0,166.41,124.81
PR210087,INST-OTH,1.0,249.44,0.0
PR210087,INST-ALLOW,1.0,46.68,0.0
PR210087,INST-HOTEL,1.0,89.96,0.0
PR210079,INST-MILEAGE,822.0,0.36,0.0
PR210079,INST-OTH,1.0,24.22,0.0
PR210079,INST-ALLOW,1.0,233.61,0.0
PR210079,INST-HOTEL,1.0,227.52,0.0
PR210079,INST-TOLL,1.0,15.92,0.0
PR210079,INST-SUBS,1.0,332.03,0.0
PR210079,INST-HOTEL,1.0,307.41,0.0
PR200059,PAIDSER-MILEAGE,691.0,0.36,0.65
PR200059,PAIDSER-OTH,1.0,166.45,166.45
PR200059,PAIDSER-ALLOW,2.0,84.04,175.0
PR200059,PAIDSER-HOTEL,1.0,143.0,0.0
PR200059,PAIDSER-MILEAGE,733.0,0.36,0.65
PR200059,PAIDSER-OTH,1.0,139.0,139.0
PR200059,PAIDSER-OTH,1.0,130.0,139.0
PR200059,PAIDSER-HOTEL,1.0,151.0,0.0
PR190131,WAR-MILEAGE,350.0,0.36,0.27
PR190131,WAR-SUBS,1.0,26.8,20.1
PR210089,WAR-TOLL,1.0,7.78,5.64
PR210089,WAR-MILEAGE,724.0,0.36,0.27
PR210089,WAR-SUBS,1.0,61.6,46.2
PR210089,WAR-HOTEL,1.0,74.96,56.22
PR210047,PAIDSER-MILEAGE,426.0,0.36,0.65
PR210047,PAIDSER-ALLOW,1.0,25.3,175.0
PR210079,INST-TOLL,1.0,15.97,0.0
PR210079,INST-MILEAGE,451.0,0.36,0.0
PR210079,INST-SUBS,1.0,122.97,0.0
PR210079,INST-HOTEL,1.0,180.0,0.0
PR210091,WAR-MILEAGE,346.0,0.36,0.27
PR210091,WAR-SUBS,1.0,66.2,49.65
PR210091,WAR-HOTEL,1.0,73.75,55.31
PR210087,INST-TOLL,1.0,31.63,0.0
PR210087,INST-MILEAGE,869.0,0.36,0.0
PR210087,INST-OTH,1.0,229.5,0.0
PR210087,INST-ALLOW,1.0,512.11,0.0
PR210087,INST-HOTEL,1.0,747.87,0.0
PR210087,INST-OTH,1.0,311.36,0.0
PR210087,INST-ALLOW,1.0,228.51,0.0
PR210087,INST-HOTEL,1.0,288.8,0.0
PR200047,PAIDSER-MILEAGE,628.0,0.36,0.65
PR200047,PAIDSER-OTH,1.0,93.31,93.31
PR200047,PAIDSER-SUBS,1.0,13.63,175.0
PR210087,INST-MILEAGE,579.0,0.36,0.0
PR210087,INST-OTH,1.0,165.57,0.0
PR210087,INST-ALLOW,1.0,503.15,0.0
PR210087,INST-HOTEL,1.0,640.44,0.0
PR210089,WAR-TOLL,1.0,24.19,18.14
PR210089,WAR-MILEAGE,798.0,0.36,0.27
PR210089,WAR-SUBS,1.0,257.59,193.19
PR210089,WAR-HOTEL,1.0,237.96,178.47
PR210029,WAR-TOLL,1.0,12.0,9.0
PR210029,WAR-MILEAGE,700.0,0.36,0.27
